"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"100009600"	152.84699977398	-0.0770215736405637	0.14313062342435	0.00698445681233257	0.104852694662815
"100009609"	38.0066075584381	-0.0114019006808451	0.0718569082201885	0.345441797514681	NA
"100017"	3882.48739331096	0.0350444259610015	0.0568021081382703	0.362659852093595	0.68295561762937
"100019"	9010.53832723663	0.0587728403016517	0.0850972644543617	0.125207446640768	0.419730986103904
"100033459"	932.524170062619	0.0224909508973536	0.0757957847737914	0.0716336072599283	0.319077188874596
"100034251"	2566.96172799039	-0.0169505170940406	0.0687486734683322	0.495007388251935	0.777052079321327
"100034361"	6203.87689131633	-0.0343487406474069	0.0510132677063801	0.414998786480988	0.722772542181196
"100034363"	6.87446301544819	-0.00128412735546811	0.0715464892489644	0.569967635744286	NA
"100034684"	460.979054522449	-0.00650501902264725	0.0718689764812896	0.183685300229168	0.503285722913063
"100034726"	473.950031084628	-0.0119948087646311	0.0671225780837392	0.657565890554741	0.865472260190945
"100034748"	15.1464520315847	-0.00440975064983784	0.0713936570362031	0.566736779046319	NA
"100036521"	1307.79629711617	0.0934513645758653	0.0787412720879004	0.0513188443385905	0.272595737122262
"100037258"	10676.1976482109	0.293461422514709	0.088267178068342	5.56650423911419e-05	0.00726063325653349
"100037278"	444.934955783687	-0.0817722162153604	0.131826373122232	0.0325572438598112	0.217288839347237
"100037282"	4500.71347583372	-0.0623966488220395	0.0739991797982344	0.140807960560369	0.443494239621454
"100037283"	290.632616692833	0.0186390036711643	0.0683506563031135	0.502482959802549	0.78176460012001
"100038347"	93.1606079574763	0.00287021110108421	0.0694429337452046	0.85170694320454	0.949720752490687
"100038371"	11.0928523742231	0.00424051295061682	0.0714592644963942	0.506471912876143	NA
"100038417"	3.81939046503462	-0.00152730153827694	0.0714991145272731	0.700775021467748	NA
"100038489"	1.50157003098424	0.00171614731124744	0.0715630488816338	0.549556115762208	NA
"100038538"	76.6623802596165	0.0316894924982447	0.0792309830519452	0.0985103343445968	NA
"100038570"	70.6239984593961	-0.00397672110251497	0.0695201006905492	0.858648451788681	NA
"100038628"	12.3213892897985	0.00524425947509644	0.0716019136799437	0.391123319134675	NA
"100038657"	0.569496488839344	0.000829360136628538	0.0715841852398634	0.767530192858851	NA
"100038725"	1078.86511542118	-0.0010792212937336	0.0596901740878893	0.883702869471954	0.962812618418102
"100038847"	3.02371185670459	-0.00246593504096517	0.071556757178945	0.503248777991055	NA
"100038854"	2.67178834525406	-0.00148695046994311	0.0715319672783098	0.636855229367143	NA
"100038862"	16.5427437005312	0.00784867316194046	0.0717023586365825	0.351076141875134	NA
"100038909"	125.360968009931	-0.0142059560609867	0.0715142927920831	0.394679650845659	0.705886195480609
"100038912"	4.12702321979714	0.0018251299403607	0.0714896030824458	0.670460409084645	NA
"100038941"	6.97084164143545	0.00692825478408206	0.0718343643200099	0.253511375920651	NA
"100038947"	1348.51763719078	0.00407854864250213	0.0677107719355586	0.846217733903917	0.946898578674288
"100038948"	0.663779481743676	0.000901841938881812	0.0715878599031533	0.63502166681819	NA
"100038949"	1.00763996455959	-0.000384163096923631	0.0715754864001162	0.721229954705338	NA
"100039008"	15.4793192474953	-0.00141444236829459	0.0715699759075333	0.534523094615688	NA
"100039027"	152.99867129563	0.0113184713710441	0.0705284478850305	0.524031490215953	0.797127887048957
"100039028"	70.0519626335651	-0.00200584961196482	0.0714716275425353	0.664228453696508	NA
"100039030"	0.628270335752551	-4.37286066055374e-05	0.0715696094372187	0.991802292090444	NA
"100039060"	1335.13622876324	-0.0500356002999676	0.0891943372735006	0.0967747785833934	0.372141964218987
"100039062"	3.63425980260054	0.00034897960528882	0.0714487285638594	0.948973691336851	NA
"100039065"	0.857085256726065	0.0015884362042627	0.0715979094406614	0.501017466017129	NA
"100039087"	1.49103286808954	-0.00226899377388883	0.0716015603113367	0.352587905352533	NA
"100039116"	1.00612440361343	-0.000145888369312788	0.0715843141997813	0.993517193591646	NA
"100039123"	954.830648970708	0.00372017658862823	0.061684015530218	0.906823299781828	0.970721153119684
"100039139"	170.911201322546	0.0251672665469203	0.074480685318265	0.225777123819679	0.557232565319937
"100039150"	3.6195337560073	-0.000186128447286149	0.0715076128989002	0.955875517265946	NA
"100039192"	1180.52922105936	-0.00218916148980511	0.065308221855716	0.946561368538001	0.983730637906288
"100039206"	2.41746261662936	-0.00391235879438729	0.0717058866510954	0.122216598741702	NA
"100039213"	0.918590289700109	0.00179968601057774	0.071601340243268	0.35510783214837	NA
"100039239"	4593.28906628818	0.0267482505619095	0.071107786166439	0.344625922650888	0.667693950227512
"100039240"	6.415538907108	0.00738821015283961	0.071891215678364	0.231472624210385	NA
"100039246"	444.106305252084	-0.00930394687034924	0.0675035565003879	0.699128930344932	0.886265055959744
