"964-1" "964-10" "964-11" "964-12" "964-13" "964-14" "964-15" "964-2" "964-3" "964-4" "964-5" "964-6"
"13590" 352 122 196 254 96 113 149 500 140 164 198 967
"13591" 7583 3016 5206 7712 2958 4401 5479 13813 4735 4522 5762 21454
"13592" 133 25 35 94 23 44 65 244 52 67 91 253
"13593" 1713 715 1182 1289 672 903 1400 3318 1094 952 1235 4937
"13595" 5938 2164 4765 4689 2292 2614 3872 10249 2973 3548 3390 17713
"13599" 0 0 5 1 0 2 2 0 1 0 0 7
"13601" 65821 25183 60352 76178 29141 27134 32522 139616 37505 37316 35216 177873
"13602" 12133 4053 8902 12240 5631 5094 8074 23527 6786 7895 7060 32031
"13603" 2685 1086 2374 2294 1183 1326 1927 5754 1552 1626 1646 8246
"13605" 11029 5180 8586 9308 4971 5519 8993 21927 5833 6580 7206 34122
"13607" 404 176 369 491 266 226 396 801 219 292 287 1858
"13608" 0 0 2 0 1 2 4 0 0 0 1 1
"13609" 4445 1775 3277 4858 1826 2248 3105 9061 2878 3256 3093 13521
"13610" 1219 367 616 929 430 338 748 2375 519 612 587 2918
"13611" 227 48 104 116 53 72 129 365 92 93 119 395
"13612" 7344 3473 7611 9708 3564 5512 8796 19299 4523 5079 7536 28208
"13614" 251 153 263 353 140 360 212 567 168 244 231 1228
"13615" 0 0 10 8 0 0 9 1 0 4 0 13
"13616" 1 1 0 0 0 3 3 3 1 0 0 8
"13617" 1499 812 1052 1785 784 851 1315 2927 1386 1253 1590 6146
"13618" 1195 607 1441 1902 856 1413 1628 3258 1024 1225 1334 5577
"13619" 4639 1971 3344 4561 2095 2301 3461 8773 2990 3099 2783 15692
"13626" 8570 3411 7109 8487 3814 3986 6075 15984 4806 5379 5315 25996
"13627" 989492 438789 919150 1049110 479094 577392 782079 1770336 516986 714983 608660 3571382
"13628" 580 196 306 178 159 194 412 947 205 319 381 1014
"13629" 220805 101970 251149 258263 128996 146062 191590 420244 120476 167015 150871 853950
"13631" 5047 2042 5119 6087 2564 3246 4370 9206 3236 3629 3167 18853
"13636" 1614 626 1407 1342 820 733 1203 3269 917 1194 842 4529
"13637" 786 261 396 606 325 309 437 1349 387 469 346 1685
"13638" 294 102 182 230 114 124 200 558 148 164 180 905
"13639" 1476 687 1366 1474 762 1084 1465 2912 1048 1216 1042 5857
"13640" 5077 3231 3961 6007 2637 3126 4342 9286 4263 4661 4293 19590
"13641" 1260 757 1151 1383 785 684 980 2792 962 1112 1050 5788
"13642" 29283 13119 23941 29174 13315 18246 23336 62625 20017 20497 20702 103137
"13643" 401 132 314 326 133 183 247 803 311 207 248 878
"13644" 143 34 101 63 46 50 106 314 56 78 107 399
"13645" 250 72 161 211 134 137 142 425 139 141 194 614
"13646" 0 0 0 0 0 0 0 0 3 0 0 0
"13648" 0 0 0 0 1 1 0 3 3 1 2 0
"13649" 5753 2574 5618 7166 2336 3055 3158 11563 4036 4024 5130 18736
"13650" 10020 3935 8960 9752 4500 5356 6643 18774 6143 7091 6177 33488
"13653" 5012 3913 5530 8075 3474 4132 5995 10060 3653 4613 5658 24362
"13654" 355 180 398 423 174 214 374 683 258 222 248 1292
"13655" 221 255 589 394 232 120 241 869 224 105 176 1305
"13656" 2 4 10 11 5 2 4 8 3 7 4 18
"13660" 19958 8002 17124 18457 8738 9737 13020 36244 10354 13367 11371 74402
"13661" 50 15 69 20 14 12 38 132 13 23 19 135
"13663" 11866 4977 10518 11329 5655 6738 8995 21286 6214 8062 7429 39435
"13664" 16622 8167 16089 18923 8166 10621 15014 33962 11189 12729 12613 64562
"13665" 27311 12494 23377 28186 12234 15398 22101 52715 16105 18500 17965 88273
"13666" 4407 1588 3529 4320 2085 1987 3411 8268 2764 2810 2828 14304
"13667" 4891 2093 4383 4921 2293 2187 3381 8756 2466 3682 2974 16787
"13669" 52011 23032 47907 51716 23466 30149 38265 109103 31468 36784 34952 162580
"13680" 9898 4350 8193 9284 4741 5194 7420 18420 4909 6650 6159 35832
"13681" 167094 78442 151018 177282 76200 94923 123133 314205 88397 121830 106257 562194
"13682" 40544 14586 36988 43486 16176 20064 24567 77005 27943 26432 32037 114766
"13684" 38773 17001 32374 36547 17465 20348 32863 77825 21602 25569 25872 124334
"13685" 14330 7990 15246 19852 8224 12473 15628 25167 7930 11784 11854 68545
"13688" 24492 10071 22937 22971 11439 12063 18825 46566 13349 16197 15490 76487
"13690" 181189 80670 151022 172895 79953 98337 137171 364454 104207 122495 117614 613556
"13706" 9 5 10 19 4 4 5 25 7 5 2 24
"13709" 9229 3490 6684 7624 3611 4506 6181 16463 5390 5160 5724 24835
"13710" 3 0 12 0 6 6 3 5 4 4 0 21
"13711" 26 7 45 33 11 21 17 78 21 34 22 109
"13712" 4324 1851 3655 4342 2023 2422 2940 8293 2220 2732 3037 14225
"13713" 23176 9534 18783 22080 10286 13277 16267 45859 12342 15704 15535 71811
"13714" 10372 4555 9727 9359 4416 6217 9206 19293 7462 8501 7872 37685
"13716" 3933 1682 3475 4398 1894 2438 3079 6929 2237 2825 2762 14343
"13717" 11501 6890 7493 19422 7112 5112 4705 25001 7143 12200 7340 36309
"13722" 15891 7395 16371 16624 7666 9707 14299 28109 9036 11845 10477 55787
"13723" 3687 1429 3719 4536 1649 1553 3346 7286 2627 2281 2612 10197
"13726" 10220 4182 7491 9126 4266 5465 8017 19729 5462 6767 5965 31428
"13728" 19006 7468 15683 18028 8133 9917 12525 35587 11280 13048 11630 64365
"13730" 137919 54235 91641 144798 57182 61617 83298 238163 89534 79214 85447 391873
"13731" 12013 5923 14646 17914 7481 8141 8236 24295 6383 8903 8840 49448
"13732" 22991 8549 22190 20263 10147 11495 16023 42413 12561 14106 12502 74554
"13733" 46886 14923 27394 28964 15794 12391 25523 71341 21023 19189 21345 123666
"13796" 0 1 0 1 0 0 0 1 0 0 1 1
"13797" 1631 808 1456 1781 783 899 1306 3373 951 1266 1166 5762
"13798" 1307 537 896 993 485 531 961 2390 767 962 764 4168
"13799" 3 1 1 4 0 0 1 3 1 4 3 7
"13800" 5401 2222 3691 5146 2266 3011 3981 10928 3355 3397 3599 17398
"13801" 1 0 0 3 0 0 5 0 6 0 0 4
"13803" 6893 3357 6954 7660 3320 4112 6411 15705 4522 4963 5085 25995
"13804" 619 260 584 767 301 340 542 1156 351 506 471 2318
"13805" 17035 6650 12005 15159 6852 8059 11399 31085 9269 9880 9960 49244
"13806" 145880 71673 157732 231416 81259 121116 127150 300201 92385 125824 120913 681541
"13807" 382 111 279 520 191 248 357 651 287 266 268 1166
"13808" 2958 1102 2100 2170 1117 1543 1944 4945 1386 2211 1900 6764
"13809" 162 55 102 146 60 60 95 316 90 77 134 405
"13813" 585 161 521 609 235 259 330 1209 338 360 317 1816
"13819" 5921 1500 3681 3930 2083 2066 3162 11422 3487 2962 3239 13171
"13821" 12692 4495 10663 11981 5631 5080 8503 28682 6296 7157 6382 36614
"13822" 36596 16819 34821 38896 16754 21799 30391 70637 18833 24601 26300 120364
"13823" 240 88 193 345 97 146 199 441 149 212 218 683
"13824" 1289 771 1697 2070 729 1033 1227 2155 1070 1439 1018 5089
"13828" 67 19 76 78 17 51 31 104 51 55 40 206
"13829" 122 35 94 116 84 37 80 190 86 80 81 401
"13830" 8943 2903 9318 7950 3735 4270 6433 15546 4709 5399 4965 28710
"13831" 4942 1947 4439 4657 2211 2762 3903 9719 3111 3131 3293 15436
"13835" 115 58 112 101 43 60 108 270 78 72 87 467
"13836" 6484 4052 7347 7877 4006 4217 4702 15538 4555 5492 4863 28615
"13837" 739 692 615 1399 406 470 444 1437 738 708 917 3175
"13838" 151 60 128 63 37 26 90 291 80 45 66 292
"13839" 336 131 375 245 98 248 230 623 348 300 398 987
"13840" 3 0 4 0 0 1 1 0 2 4 0 4
"13841" 1095 422 538 1035 500 525 595 2124 1024 963 719 3529
"13842" 2 2 0 2 0 0 0 2 1 0 0 2
"13844" 4548 2332 3683 5746 2700 2101 3319 12152 2475 3747 2938 15706
"13845" 3835 1490 2801 3855 1703 1700 2557 6739 2720 2776 2620 11632
"13846" 11089 4380 7046 9805 4908 4776 7780 19474 6216 6471 6827 39893
"13848" 969 557 674 1232 604 447 937 1705 685 1042 630 4360
"13849" 1276 517 1145 1352 668 673 716 2087 885 1054 582 3724
"13850" 56 16 25 27 18 11 54 107 13 35 45 76
"13852" 9929 3520 7009 8406 4039 4376 6400 17695 5276 5805 5935 29549
"13853" 240 123 322 495 169 316 362 524 221 324 292 1477
"13854" 25993 10437 22631 24136 11713 12623 18127 44346 13519 16914 15578 85141
"13855" 8130 3274 6827 8904 3710 3519 5320 14610 4384 5127 4569 26983
"13856" 0 0 0 0 0 0 0 0 0 0 0 1
"13857" 155 61 145 217 77 99 115 278 73 144 93 459
"13858" 21748 9410 19561 20999 10123 10983 16939 41079 12590 14474 14760 71624
"13859" 10718 4218 9341 9767 4525 5752 7087 20599 6235 6653 6461 36126
"13860" 27761 10709 21744 27214 11584 16266 20225 56907 15133 14695 17005 84020
"13861" 0 0 0 1 0 0 0 0 0 2 0 0
"13863" 0 0 0 0 0 0 0 0 0 0 0 0
"13864" 9848 4258 6744 8722 4412 4163 6518 16675 4954 5708 6073 35599
"13865" 12266 4652 6969 11599 5102 6310 7072 20574 8912 7357 9229 42089
"13866" 5193 2502 4625 6286 2955 3019 4300 9516 3480 4395 3637 21112
"13867" 1909 1109 2457 2904 1205 1603 2285 4030 915 1178 1692 6364
"13869" 0 0 0 0 0 0 0 0 0 0 0 1
"13870" 3086 1547 2729 3225 1487 1729 2480 5773 1700 2226 2054 10699
"13871" 4188 1628 3542 3843 1674 1965 2985 7493 2538 2773 2571 13584
"13872" 7102 2768 5869 6701 3350 3395 5121 13371 3651 4524 4171 23423
"13874" 498 342 337 888 233 658 380 1176 604 406 552 2113
"13875" 11086 4810 8948 10775 5323 5534 7835 20430 5605 8097 7208 39462
"13876" 1198 349 778 1009 501 527 830 2308 594 739 712 2960
"13877" 32495 15674 29021 32817 15920 19909 28926 56779 17934 24036 22717 110485
"13884" 0 0 0 1 0 0 0 0 0 0 0 3
"13885" 28937 12128 30413 33348 14344 18438 21505 54488 17707 20780 17956 104915
"13897" 0 0 0 0 0 0 0 0 1 0 0 4
"13909" 1 0 0 0 0 0 0 0 0 0 0 0
"13929" 4245 1930 3678 4399 1857 2360 3578 7801 2455 3271 2990 14312
"13972" 2404 1025 1982 2039 994 967 1759 4391 1446 1775 1529 7307
"13982" 1410 609 1020 1388 586 733 1121 2713 903 898 1248 4232
"13983" 46 29 63 27 26 46 59 123 38 33 48 207
"13984" 1705 895 2716 2889 1089 879 1146 4954 917 1651 900 6331
"13990" 7569 2814 5617 6366 2859 4106 5856 15224 4681 4408 4847 22535
"13992" 208 64 104 170 56 79 95 449 126 134 140 480
"13998" 3229 1268 3351 3614 1418 1576 2213 7114 1949 1875 1878 10742
"13999" 590 172 385 391 172 212 247 941 295 407 279 1411
"14000" 17667 7724 14002 16971 7435 8793 14924 34054 9738 10394 11137 57776
"14004" 39546 15270 32128 34674 17418 18763 29273 69122 20849 26986 25598 137308
"14007" 20155 7232 18565 17731 7828 11909 13457 34892 11370 12785 12847 56823
"14008" 1 0 0 3 0 0 4 1 1 1 2 7
"14009" 4109 1670 3126 3282 1691 2138 3163 8201 2497 2593 2893 11292
"14011" 9521 4036 8007 9129 4374 5267 6957 17942 5909 6326 6422 32048
"14012" 101 39 77 39 37 28 76 216 57 49 56 273
"14013" 4301 1840 2951 4006 1785 2495 3258 8186 2681 2626 2900 13463
"14017" 13035 4385 10252 9589 4930 6037 8869 22391 6044 6952 7559 34852
"14020" 9709 4189 8372 9560 4662 5643 7802 21107 5711 6608 6979 32230
"14025" 147 20 91 23 39 34 68 213 65 56 55 249
"14026" 15436 6523 13872 14672 6368 8382 11531 28638 9284 10112 9956 49222
"14027" 242 109 219 81 82 68 199 429 140 111 119 779
"14028" 0 0 0 0 0 0 0 0 0 0 0 0
"14029" 1 1 0 1 0 2 1 2 1 2 1 6
"14030" 43538 21080 44779 46813 22210 30030 38624 87258 26695 35692 32694 153190
"14038" 37 5 32 14 12 7 6 45 21 8 13 82
"14042" 50658 22071 37143 57774 21568 28613 36374 95775 28822 27490 33276 158329
"14043" 14267 6107 12335 14950 7047 6990 11616 26709 7147 9449 9154 48463
"140474" 4 6 10 6 1 2 4 11 8 4 5 28
"140475" 0 0 0 0 0 0 0 0 0 0 0 0
"140476" 1345 512 1277 1541 613 728 836 2227 861 858 1070 4303
"140477" 16 4 15 26 8 13 14 44 13 16 19 62
"14048" 1839 961 1715 1791 1030 1198 1936 4165 1201 1445 1516 5626
"140481" 8879 3479 8172 9019 3976 4559 5990 18099 5912 5643 5916 27745
"140482" 3312 1475 2862 3599 1716 2388 3261 6378 1775 2585 2274 14527
"140483" 449 142 406 340 164 169 290 887 288 268 207 1056
"140484" 13846 4865 9796 11910 5233 5562 9901 24462 7460 7597 8302 41731
"140486" 84 13 61 32 30 51 41 123 54 43 49 197
"140488" 122 31 114 117 26 89 46 187 98 111 69 283
"140489" 0 0 0 0 1 0 0 0 0 0 0 0
"14049" 40 6 30 18 10 17 27 72 22 20 22 78
"140491" 95 27 27 21 14 40 49 177 39 34 72 155
"140492" 24 4 37 27 18 19 22 59 33 13 39 92
"140493" 22 9 13 14 16 10 42 38 8 13 13 63
"140494" 53 21 46 21 13 13 46 97 20 40 33 131
"140497" 9781 3223 8768 7562 3711 4512 6207 15387 4969 6388 5251 28800
"140498" 0 0 3 0 0 0 0 0 0 0 1 1
"140499" 9695 4283 8150 9489 4319 5300 7310 17821 5488 6546 6076 32814
"14050" 7097 2815 6145 6734 3154 3603 5059 14385 3940 4662 4262 22570
"140500" 5751 2266 4752 5370 2519 2490 3894 11116 3039 3766 3237 17932
"14051" 1189 505 917 1129 588 503 582 2176 643 775 545 3516
"140546" 9220 4160 8228 10088 4701 5132 7106 16760 5168 6898 6152 32892
"14055" 4829 1671 3940 4750 2184 2377 3382 8350 2886 3030 3057 15147
"140557" 5 3 4 6 3 7 1 15 7 4 3 13
"140559" 7895 3285 6643 7725 3860 3582 5665 12933 4441 4909 4959 28848
"14056" 11877 4915 9164 11039 5488 5794 9448 21498 6898 7190 7673 37016
"14057" 8545 3809 7045 8111 4289 4695 6793 16070 4306 5606 5480 28938
"140570" 61701 22814 48482 54763 25845 25174 38815 110491 29530 33419 32819 191182
"140571" 274 71 213 159 86 93 141 397 156 151 101 594
"140577" 638 232 314 556 260 240 465 1280 406 372 388 1665
"140579" 9686 3681 7471 8238 3879 4399 6225 17631 5050 5219 5592 29538
"14058" 256 40 212 209 101 132 196 410 261 140 179 580
"140580" 7486 2757 5563 5226 2740 3016 5286 14331 4101 3684 4359 21923
"14060" 0 0 2 0 0 0 0 3 0 0 1 0
"14061" 2 0 2 1 0 2 1 7 3 1 3 8
"14062" 13368 6417 10986 14959 6090 7892 10640 31493 8016 8856 8993 40794
"140629" 1346 567 1286 1210 558 770 1054 2473 756 861 805 4763
"14063" 1143 488 379 794 383 421 355 2107 640 607 675 2462
"140630" 7969 3075 6253 7167 3289 3940 5166 15605 4729 4977 5078 23372
"14064" 79 9 59 54 21 41 38 141 58 47 38 182
"14065" 97 30 87 104 56 39 72 187 85 89 58 339
"14066" 8177 2978 8436 12142 3614 5876 12410 20009 3809 5069 4855 24941
"14067" 118 20 40 43 32 49 35 196 39 43 49 177
"14068" 69 8 18 32 20 19 29 109 111 35 37 87
"14069" 229 95 221 142 94 169 205 498 182 136 164 745
"14070" 951 421 816 935 477 540 817 1810 613 663 681 3938
"140703" 468 196 362 475 247 223 382 924 357 361 296 1887
"140709" 78 20 65 54 26 73 39 124 66 61 87 310
"14071" 144 48 87 107 36 49 78 232 46 75 92 331
"140721" 3857 1558 3239 3720 1753 1932 2864 7528 2040 2672 2276 11748
"140723" 0 0 0 0 0 0 0 0 0 0 0 1
"14073" 296 51 212 126 53 115 127 519 180 128 160 615
"140740" 19572 8931 19230 21429 10125 13088 16495 42326 12070 14214 14369 65090
"140741" 0 0 0 0 0 0 0 0 0 0 0 0
"140742" 9139 2705 7960 6210 3552 3217 7255 16007 4836 4696 4764 24073
"140743" 18 2 14 10 7 10 13 27 12 5 8 47
"140765" 2 0 3 6 1 1 4 23 0 3 1 10
"14077" 98 48 89 73 40 22 85 198 62 68 53 299
"140780" 10340 4132 8873 8661 4210 5524 7012 19268 5858 6284 6842 31430
"140781" 40 42 34 40 24 43 16 78 38 22 39 199
"14079" 3 0 4 1 0 2 0 5 2 1 2 5
"140792" 6544 2333 4434 5856 2799 3165 3625 13884 4214 3712 3682 18907
"140795" 994 313 710 792 413 524 640 1571 669 499 503 2473
"14080" 0 0 0 0 0 0 0 1 0 0 0 1
"140806" 1 0 1 2 0 0 0 0 0 1 3 1
"14081" 5046 2188 3826 4271 2355 2653 3720 9758 2859 2731 2982 17401
"140810" 4341 1573 3685 3926 1868 2346 3564 8983 2823 2656 2866 13693
"14082" 2748 1127 2165 2477 1195 1245 1904 4910 1507 1906 1740 9737
"14083" 17256 7405 15042 18545 8446 8913 12564 35774 9784 10735 10354 61083
"14084" 9092 4139 6755 9372 4191 4149 7218 16550 4969 5757 5558 30487
"14085" 815 413 898 944 463 503 685 1655 444 614 569 3026
"140858" 12825 5836 11285 12552 6127 6716 10148 23550 7093 8827 7659 43003
"140859" 1346 485 1001 1110 586 728 1030 2263 874 910 866 4442
"14086" 63292 28412 48825 58525 29344 31929 48838 127687 33824 44836 39271 226046
"14087" 5239 2005 3946 4536 2167 2598 3811 10314 2886 3033 2986 16793
"14088" 1610 608 1442 1453 719 857 1044 2908 904 1020 978 5184
"140887" 3211 1355 2690 3021 1476 1875 2445 6806 1936 2155 2057 10328
"14089" 3183 1348 1472 4736 1566 1539 1926 6451 2174 2309 2795 9018
"140904" 93 18 42 61 25 41 23 174 54 67 43 184
"140917" 2185 885 1871 1875 880 1050 1612 4171 1229 1288 1415 7015
"140918" 0 0 0 0 0 0 0 0 1 0 0 5
"140919" 76 5 15 46 6 14 7 89 20 3 16 74
"14102" 1116 413 763 1160 399 457 521 1858 664 769 644 3920
"14103" 146 21 76 95 45 42 55 230 75 34 73 301
"14104" 35438 15139 26930 32990 14701 16356 22734 72211 17691 20759 20375 128500
"14105" 23008 8456 18881 19781 9147 11425 15590 47155 14726 12706 14452 65594
"14106" 6 0 5 3 0 1 0 1 3 2 2 8
"14107" 11545 6112 8674 10374 5112 6135 8412 24200 8105 7506 8317 43090
"14109" 104873 47393 108187 122586 54035 69598 84161 185148 62958 81835 71037 383446
"14113" 26167 13762 28948 31247 14464 14743 22776 49390 13850 20626 17700 99052
"14114" 1797 793 1478 1583 684 1021 1607 3489 972 1156 1374 5546
"14115" 8864 2254 4846 9171 3393 3258 5009 14654 8641 4230 5159 21915
"14118" 78554 35796 50984 84954 37853 37589 62924 145853 63692 49481 59595 287052
"14119" 1509 404 1092 815 416 357 816 2919 531 755 800 3040
"14120" 22 7 13 7 6 15 21 36 13 11 21 30
"14121" 2 1 10 5 5 2 4 12 6 11 4 38
"14123" 10025 4000 8764 8847 4184 5253 7742 18784 6133 7141 6103 33066
"14125" 68 12 34 14 6 6 23 138 16 9 16 60
"14126" 54 8 45 16 9 10 25 119 28 27 9 52
"14127" 36265 11775 25441 25378 12110 16599 22279 59668 16554 18186 20701 100389
"14128" 138 45 134 94 64 94 97 270 91 100 84 398
"14129" 24781 8455 14762 17602 6925 9596 12596 35379 10415 11496 12844 58605
"14130" 29326 8580 26241 24610 11486 15853 18690 50221 25265 17436 16492 84868
"14131" 23855 8827 27067 24102 10693 12443 18159 40565 16791 16606 14302 79706
"14132" 10788 3766 11835 10213 5056 4400 7101 16104 6651 7893 6547 30746
"14133" 673 216 840 751 259 428 669 1154 555 578 494 1490
"14134" 1 1 0 0 0 0 0 1 0 0 0 1
"14137" 8734 3177 5689 6776 3722 3825 5895 16286 4256 4841 4925 33761
"14148" 2152 888 2066 2606 1108 1247 1852 4052 1172 1606 1530 7859
"14149" 1712 746 1583 1640 907 1012 1357 2966 965 1370 1000 5994
"14151" 6765 2723 6369 7537 3312 3670 5221 13357 4083 4738 4423 22088
"14154" 8676 3273 6885 7300 3551 3694 5494 15075 4070 4684 4825 26150
"14155" 10183 3962 8061 9695 3879 5172 6868 19423 5399 6812 6723 31076
"14156" 18629 7578 14216 16715 8220 7821 11650 34494 9115 11427 10170 57099
"14158" 7083 3095 6072 7654 3193 3751 5131 13917 4172 4302 4466 22519
"14159" 12970 4847 12275 11934 5302 7042 9329 22813 7610 8719 8412 43591
"14160" 498 132 402 235 185 140 346 988 234 280 187 1975
"14161" 0 0 0 0 0 0 0 0 0 0 0 0
"14163" 4881 2285 4775 5379 2511 2858 4041 10343 2747 3597 3083 18274
"14164" 137 50 95 106 42 67 103 315 81 116 96 344
"14165" 33 20 18 31 21 22 22 78 23 15 19 86
"14166" 1158 528 1059 1647 629 710 1153 2812 1055 1340 1221 4650
"14167" 11 1 13 13 0 10 16 21 3 1 15 25
"14168" 90 35 95 77 63 56 161 248 59 114 90 319
"14169" 123 41 76 111 45 103 97 285 76 82 57 260
"14170" 0 0 0 0 0 1 0 4 0 0 0 2
"14171" 21 7 19 18 6 8 18 37 21 11 18 62
"14172" 90 18 59 100 41 50 48 148 56 66 59 190
"14173" 578 332 539 603 287 472 650 1359 480 425 592 2145
"14174" 0 0 0 1 0 1 1 1 0 0 0 6
"14175" 2 0 0 0 0 0 0 0 0 0 0 0
"14176" 5 2 6 1 0 5 14 29 5 5 7 23
"14177" 16 6 24 14 10 14 14 26 38 34 27 43
"14178" 3049 1167 3677 3124 1060 2377 3201 5778 1651 1915 2402 10363
"14179" 3 3 6 8 1 4 2 20 2 1 0 24
"14180" 152 53 138 129 43 84 113 267 153 129 156 351
"14181" 166 42 84 27 49 33 76 321 51 72 43 316
"14182" 59389 30234 58063 75968 35170 37773 58533 127664 36075 44910 42792 228203
"14183" 219 63 139 69 133 72 186 480 128 133 106 520
"14184" 660 265 425 482 263 260 441 1277 400 400 461 2078
"14186" 8 5 4 2 10 6 13 23 3 5 8 12
"14187" 9578 3893 7267 10748 4608 5841 7745 17644 6067 6922 6563 33782
"14190" 20127 5838 8317 11076 4968 6465 7608 29892 7515 6859 10281 44499
"14191" 2539 615 1426 1572 705 1157 1566 4734 1650 1296 1806 8030
"14194" 10894 4579 9505 9984 4822 5532 7494 19188 5467 7055 6104 34775
"14198" 20 1 18 15 1 4 12 25 11 9 6 62
"14199" 2821 1006 1305 1114 764 1076 1949 4666 1177 1571 1903 4847
"14200" 13843 7647 9849 15698 5853 8018 10561 25412 8600 9177 10988 49739
"14201" 7818 3688 6603 7465 3244 3805 5053 16290 4359 5788 4983 29218
"14202" 168 72 122 139 68 73 141 317 77 114 132 452
"14204" 342 89 156 78 89 70 140 642 89 158 162 617
"14205" 3546 1358 3050 3286 1268 2057 2923 6027 1611 1864 2154 9188
"14208" 27485 12074 24503 28141 13827 12375 19988 50816 14333 20687 16196 94254
"14211" 18155 7548 13902 16220 8439 8585 13431 36948 10622 10315 11587 54361
"14218" 33719 13885 28279 32964 14322 15818 21223 65312 18725 21463 20874 107810
"14219" 6343 3355 4119 8016 3057 6155 3938 11501 4373 5446 4114 21536
"14221" 796 404 527 799 338 437 649 1525 477 563 563 2805
"14225" 48582 21227 44581 50649 22935 26638 38985 94659 28111 32977 33907 168222
"14226" 581 219 497 633 257 330 556 1178 371 522 427 2346
"14227" 18193 7253 14898 17769 7318 8708 10962 31950 9584 11591 11362 49712
"14228" 60741 23280 40396 55600 23200 23718 36096 102388 28339 34853 32372 176355
"14229" 27281 10018 24562 25963 10928 11918 22697 42799 12117 13984 13297 68416
"14230" 33931 16761 31822 39965 18612 17801 29959 63604 22109 27511 23551 133946
"14231" 3850 1863 3847 4416 2026 2509 4036 7601 2270 3439 2759 12947
"14232" 30493 13206 25804 30229 14916 15935 23150 48916 16260 22028 19531 120811
"14233" 1 1 1 0 0 0 2 0 2 1 1 0
"14234" 910 470 1193 1876 615 955 1091 2564 626 597 674 5498
"14235" 15129 5950 10672 13428 6383 6637 10414 26938 7551 8383 8337 42378
"14236" 8267 3235 6834 7181 3251 4231 5437 16917 4983 4693 5354 25033
"14237" 0 0 0 1 0 3 1 0 2 1 0 1
"14238" 424 247 578 648 278 237 224 915 277 369 315 1856
"14239" 259 128 305 300 69 138 236 586 130 250 175 757
"14240" 3 0 0 1 0 0 1 5 1 0 0 4
"14241" 961 313 660 941 555 550 807 1945 594 608 543 4460
"14245" 1828 830 1919 2140 1006 1280 2123 3647 1186 1392 1657 7271
"14247" 5336 1660 4233 3605 1880 2184 3273 9609 2703 2976 2956 13882
"14248" 22526 9271 20097 23287 10496 11517 16248 42503 13156 15909 13127 77735
"14251" 9630 4413 9123 12401 4716 5870 6649 16318 6569 7547 7530 39663
"14252" 14546 6428 12777 16860 7556 7717 11403 26247 8602 11079 10095 57605
"14254" 4374 1779 4124 5622 1996 2892 3898 9573 3192 3251 3297 15206
"14255" 393 66 231 128 99 117 211 594 119 142 159 733
"14256" 974 280 795 800 369 473 592 1563 568 544 613 2892
"14257" 1080 420 866 1202 486 548 874 2536 574 684 642 3359
"14260" 3963 1644 3541 3646 1821 2513 3141 8324 2741 2899 2824 14028
"14261" 424 134 391 364 156 153 275 915 280 270 282 1033
"14262" 1 0 1 0 0 1 0 0 0 1 0 2
"14263" 516 117 430 411 202 223 299 973 332 319 364 1454
"14264" 497 356 697 662 264 285 289 1056 375 744 369 1904
"14265" 15447 6522 13862 14687 7809 9634 13383 33574 9236 10253 10738 47884
"14266" 47 15 31 43 11 16 28 118 44 48 37 107
"14268" 795607 397702 626274 942570 418907 574239 718418 1846370 589054 620606 664939 2916210
"142681" 0 0 0 0 0 0 0 3 0 0 0 0
"142682" 9448 4251 8434 9613 4748 5867 7682 20816 6177 6842 6848 35169
"142687" 5 1 9 6 3 5 10 15 9 6 9 28
"142688" 2584 942 2212 2389 1121 1459 1981 4891 1531 1651 1731 7691
"14269" 15110 5524 13348 13311 6211 7150 9906 28842 8901 9168 9410 48339
"14270" 17498 5761 11580 12464 5846 6999 10462 30890 8839 9439 9131 45431
"14272" 12460 5280 10577 11430 5500 6565 9898 22399 7187 8558 7909 43065
"14275" 10 4 24 9 1 11 6 20 11 8 8 30
"14276" 5575 1843 4727 4259 1743 1741 3180 8666 2227 3207 3129 9447
"14281" 2221 821 1697 2528 884 1244 1555 4132 1476 1361 1226 6984
"14282" 352 97 297 595 125 187 223 604 267 234 245 1219
"14283" 12839 6060 15733 17662 6647 10144 8816 33781 6578 11096 8103 54001
"14284" 19263 8680 17428 28948 9749 14190 13142 38218 13756 15234 17408 84357
"14287" 5405 2416 5224 5370 2727 2923 4800 9982 2730 3873 3296 19898
"14289" 1176 230 274 446 200 281 282 1454 427 337 473 1576
"14290" 0 0 0 0 0 0 0 0 0 0 0 0
"14291" 0 0 0 0 0 0 0 0 0 0 0 0
"14293" 1162 201 243 757 135 290 263 1475 490 249 400 1271
"14294" 0 0 0 0 0 0 0 0 0 0 0 0
"14296" 134 76 187 182 137 89 167 300 123 105 124 623
"14297" 2000 921 1511 1726 855 1020 1301 3229 1004 1505 1177 7139
"142980" 2869 1180 1563 1965 974 1381 1527 5350 1467 1405 1928 7312
"14299" 10401 4645 8993 11207 4877 6267 9281 21473 6461 7395 7209 38993
"14300" 6582 2959 6688 7816 3756 4189 6113 11768 4314 4905 4832 25609
"14302" 2807 1308 2930 3078 1673 1831 2509 6152 1911 2370 1839 8980
"14308" 0 0 0 0 0 0 0 0 0 0 0 0
"14309" 0 0 0 0 0 0 0 0 0 0 0 0
"14311" 286 108 216 101 33 88 275 453 79 106 177 283
"14312" 44309 18744 37175 44209 19610 23196 31782 79578 26141 29142 29399 147116
