"964-1" "964-10" "964-11" "964-12" "964-13" "964-14" "964-15" "964-2" "964-3" "964-4" "964-5" "964-6"
"75761" 783 308 704 871 296 684 931 1391 396 498 724 2306
"75763" 2682 884 1917 1976 1001 1248 1954 5114 1542 1635 1679 7542
"75764" 1362 513 1354 1446 611 793 1014 2452 910 1135 976 4936
"75766" 59 8 25 10 28 13 27 100 34 20 36 107
"75767" 2142 906 1865 1946 2122 2050 2999 4898 1662 1653 1628 9784
"75769" 1 1 3 1 0 0 0 2 1 0 0 0
"75770" 15 11 25 18 7 30 24 54 16 25 15 72
"75772" 51 8 25 9 19 11 17 118 14 16 16 40
"75773" 11 0 0 0 0 0 0 20 1 0 0 2
"75775" 0 0 0 0 0 0 0 0 0 0 0 0
"75777" 0 0 1 4 0 1 0 4 2 1 2 1
"75778" 802 394 730 883 412 568 765 1523 533 631 581 3126
"75782" 1424 515 1132 1375 618 659 881 2740 777 817 914 4361
"75784" 7 2 7 6 7 9 4 17 1 6 2 21
"75785" 8268 3967 8600 9413 4601 5144 9534 14727 6582 6472 7013 24869
"75786" 20663 8921 18017 20078 9800 10779 16638 43180 10858 12631 13056 70194
"75787" 0 0 3 1 1 0 0 0 0 1 1 0
"75788" 15430 7187 13688 16394 7637 9777 13364 30396 8968 10703 10960 56972
"75796" 898 461 816 1117 491 394 659 1842 574 741 552 3555
"75799" 81 22 59 57 22 56 56 157 64 57 87 211
"75801" 52 8 46 38 20 43 35 91 53 37 38 102
"75805" 7185 3665 8219 8223 4306 5140 7594 15253 4540 6263 4750 30854
"75811" 0 0 0 0 0 0 0 0 1 0 1 1
"75812" 1767 676 1431 1632 688 803 1510 3361 982 1065 1170 5726
"75820" 0 0 0 0 0 0 0 2 0 0 0 0
"75823" 3 1 2 1 0 6 3 12 9 10 2 13
"75826" 12950 5685 11324 12554 5763 6245 9434 25771 7942 8757 9935 42272
"75828" 11 6 22 10 7 9 20 27 7 14 15 45
"75829" 0 2 1 0 0 1 0 0 0 0 0 2
"75835" 33 7 20 24 6 11 10 46 19 22 12 75
"75841" 9908 4017 7878 8495 4133 4542 7132 18304 4938 5977 6429 33208
"75847" 319 164 166 259 102 174 284 644 229 186 174 904
"75859" 0 0 0 0 0 0 0 1 0 0 0 0
"75860" 69 48 46 106 32 50 62 120 79 51 65 241
"75863" 11 0 4 4 2 8 0 17 6 4 2 4
"75869" 202 46 250 184 79 170 169 478 134 152 168 411
"75870" 52 17 40 49 18 24 44 115 43 44 52 153
"75871" 1864 791 1437 1987 886 1122 1472 3230 1103 1328 1289 7056
"75886" 4 0 5 5 0 0 0 1 0 0 0 5
"75894" 1189 318 823 804 460 455 733 2268 703 565 583 3486
"75901" 4608 1776 3825 3942 1772 2302 3323 8281 2732 2951 2936 14428
"75905" 155 46 102 84 37 49 69 282 106 94 76 290
"75906" 16 1 13 15 5 4 9 25 12 10 22 56
"75909" 31678 14482 25948 35201 13268 20566 27045 55932 19524 22680 23388 107171
"75914" 7860 3546 6428 8489 3644 4002 5406 14923 4281 4942 4988 27256
"75939" 3079 1221 2311 2616 1336 1380 2518 5449 1686 1888 1903 9711
"75953" 2 0 2 1 0 2 2 4 8 6 1 5
"75956" 61968 24067 56456 59111 24757 36049 42033 128409 41689 39798 39685 203622
"75964" 9447 3538 7444 8298 3585 4644 6321 18866 5464 5386 5756 25897
"75965" 10458 3885 9380 9344 4495 5505 7366 19075 6657 7173 6915 33662
"75973" 106 31 87 108 51 63 86 157 55 81 51 332
"75974" 7557 2907 6463 6649 3047 3697 5255 14175 4488 4208 4979 22335
"75985" 1243 433 750 953 402 576 521 2346 760 651 755 3228
"75986" 2 0 1 3 2 0 4 1 0 0 0 9
"75991" 11330 4696 9154 10554 5034 5898 7832 22839 6052 7247 7072 36583
"76002" 2 0 3 0 0 0 0 0 0 0 0 0
"76007" 7212 2704 5568 6726 3189 3817 4879 14904 4897 4789 4668 22750
"76014" 17193 8241 15463 17487 8355 9168 11967 34306 9429 11708 11266 60851
"76022" 9227 3728 8007 8145 3688 4595 7360 17929 5258 6023 6201 28532
"76024" 122 25 142 95 33 65 75 214 110 112 81 305
"76025" 11053 4300 8382 10723 5024 4895 7311 18981 6026 7058 6953 35822
"76041" 328 120 361 223 107 175 269 554 177 238 182 909
"76044" 12429 5317 9375 10310 5199 5850 8948 24271 7499 7333 8193 36352
"76051" 1786 622 1282 1406 650 777 1022 2997 952 943 1069 4977
"76055" 19357 8269 15580 19070 9148 11492 16823 41577 12841 12911 15319 72364
"76071" 146 52 104 146 38 93 111 277 95 104 61 333
"76072" 256 125 216 303 214 149 113 789 152 165 155 833
"76073" 5884 2360 5116 7027 2579 3797 4366 11173 3224 3969 4246 19649
"76074" 1858 256 1106 991 522 641 774 3358 1698 614 821 3516
"76080" 6713 2397 5250 5670 2869 2959 5104 12504 3725 3787 4103 20766
"76088" 13016 4391 8124 8934 4082 4958 6511 22097 5592 6053 7422 31746
"76089" 6610 2852 5460 5779 2711 3458 5158 12788 3965 3896 4637 21267
"76108" 8133 3775 7143 9064 3875 4992 6766 14607 4625 5534 6242 30879
"76113" 2 0 4 1 0 1 0 3 0 0 2 3
"76117" 3580 1121 2671 2272 1182 1419 2368 5790 1559 1643 2013 10322
"76123" 10740 4563 10395 10735 5682 5858 9597 21018 5554 6901 6468 35441
"76130" 8592 3596 7757 9192 4118 4702 6563 16767 5053 5937 5257 29128
"76131" 5466 2135 4379 4583 2459 2645 4848 10679 2956 3149 3507 16015
"76132" 903 439 847 961 448 534 813 2265 545 689 651 3225
"76137" 5982 2371 5358 5169 2886 3222 5117 10943 3518 3793 3910 21746
"76138" 820 262 687 674 368 497 523 1565 502 537 460 2151
"76142" 289 135 426 294 233 113 118 589 101 243 188 1548
"76156" 4098 1667 2536 4332 1618 1861 2859 7885 2736 2490 2764 13881
"76157" 4 0 4 2 1 6 6 7 0 4 1 15
"76161" 7 4 0 3 10 6 10 6 3 3 1 15
"76166" 183 59 168 124 68 94 101 295 129 102 93 342
"76167" 2005 915 1829 1932 1063 998 1432 3697 919 1346 1271 6619
"76178" 16584 6497 12039 13627 6482 7756 11705 31542 9321 9869 10084 50224
"76179" 7847 3239 6009 6609 2888 3779 5980 15873 4888 4934 5144 22817
"76183" 0 0 0 1 0 0 1 1 0 4 0 6
"76184" 25 8 37 25 9 19 37 46 21 28 27 110
"76187" 288 111 197 138 105 109 186 508 154 163 161 654
"76192" 19187 7417 16910 17285 8554 8890 14481 32236 8900 11735 11086 63432
"76199" 9047 3752 7265 8194 3865 5191 6431 17791 5876 5810 6167 29097
"76205" 7531 2878 5435 7054 3046 3474 5309 13358 3799 4450 4921 23285
"76206" 28 11 35 50 13 17 23 57 39 40 32 89
"76217" 84 40 120 92 35 64 63 161 69 83 85 299
"76219" 264 123 191 247 108 148 176 470 140 207 130 781
"76222" 1834 765 1777 2009 856 929 1184 3310 1308 1385 1479 6340
"76223" 848 329 729 753 392 429 697 1652 595 637 610 3030
"76229" 263 97 159 199 66 121 110 431 171 150 163 541
"76233" 6597 2817 6121 6536 3322 3440 5332 12153 3382 4377 3962 23202
"76237" 0 0 0 0 0 0 0 0 0 0 0 0
"76238" 2825 1449 3294 5360 2016 2760 3655 5171 2026 2672 2815 15973
"76246" 12908 5470 12638 12441 6298 8059 11254 25046 8142 9604 8813 43233
"76251" 4771 1863 3395 3864 1853 2581 3384 10055 2703 2669 2957 14612
"76252" 54 16 39 33 7 16 30 82 33 20 45 156
"76257" 29 7 23 11 4 11 10 77 19 23 27 62
"76260" 2624 943 1420 1934 1046 1208 1809 4791 1565 1573 1529 7417
"76261" 466 202 513 513 222 251 381 735 271 397 281 1529
"76263" 626 152 385 409 211 150 245 930 280 211 247 1162
"76265" 3171 1335 2858 3093 1432 1427 2286 5555 1505 2202 1853 10320
"76267" 51297 21679 39095 50459 22551 28348 40662 100020 28520 34756 33978 193240
"76273" 5051 2003 4259 4490 2340 2354 3526 9138 3142 3374 3358 16734
"76279" 9 7 7 8 2 4 2 8 6 1 6 21
"76281" 14196 6253 12411 14297 6053 8014 10372 25841 7868 10090 8756 43604
"76282" 811 252 590 687 308 377 508 1480 436 490 505 2034
"76293" 17385 7773 8871 23034 7310 6776 7614 32131 11468 13977 10611 45221
"76294" 265 56 103 120 61 90 126 562 120 147 135 625
"76295" 6632 2512 5606 5776 2716 3417 4604 14075 4250 3589 4672 20126
"76299" 20645 8947 17189 22518 8968 10526 13639 38419 11530 13011 13370 63986
"76302" 16977 5929 12523 14143 6300 7892 10045 32522 9418 9358 10211 47241
"76303" 17903 7391 15205 18120 8142 8959 12850 34902 10637 12625 11777 62721
"76306" 2703 986 2057 2491 1080 1171 1884 5323 1382 1436 1728 8022
"76308" 41850 17390 33059 40351 19935 19264 27620 73220 19381 28086 23940 148547
"76332" 4779 2209 4452 4930 2441 2943 3829 9089 2772 3743 3207 18955
"76338" 1569 595 1349 1513 715 978 1155 3102 1025 1063 1156 5491
"76355" 2095 784 1711 1918 904 827 1312 3566 1147 1358 1323 6401
"76357" 2220 960 1724 1970 1044 1158 1927 4269 1205 1469 1374 7365
"76365" 2338 966 2195 2592 1105 1086 1486 4399 1746 1737 1678 7880
"76366" 3676 1511 3113 3458 1810 2118 2668 6091 2138 2611 2369 13558
"76367" 845 289 791 704 324 454 573 1604 489 576 505 2773
"76373" 2537 1127 2302 2680 1333 1339 2323 4358 1574 1955 1878 9578
"76375" 2248 837 1782 2038 920 1042 1492 4228 1159 1291 1267 7091
"76376" 0 1 3 0 0 0 0 0 1 3 4 4
"76378" 0 0 0 0 0 0 0 0 0 0 0 1
"76380" 931 473 883 868 579 563 751 1761 576 827 710 3267
"76382" 0 0 0 0 0 0 0 0 0 0 0 0
"76383" 3 1 8 2 5 4 3 6 0 0 0 10
"76389" 0 1 2 7 1 0 3 1 0 3 0 6
"76390" 21 5 10 11 8 5 5 35 10 9 5 52
"76399" 0 1 0 0 0 0 0 3 0 0 0 0
"76400" 589 278 846 911 214 231 209 1055 385 366 394 1724
"76405" 3 0 0 0 0 3 0 3 2 2 0 9
"76406" 2 1 2 4 2 7 1 7 9 3 3 27
"76407" 0 0 0 0 0 0 0 0 0 0 0 0
"76408" 6845 2569 6052 6636 2829 3161 4733 11358 4103 4383 3986 23007
"76409" 0 0 0 0 0 0 0 0 0 2 0 0
"76411" 3152 1649 2790 3862 1615 2130 2736 5875 1893 2602 2351 11632
"76413" 45 27 85 52 20 52 54 113 41 53 39 178
"76415" 14 3 20 11 5 1 10 17 7 17 5 49
"76416" 949 337 709 926 418 530 597 1670 496 555 603 2514
"76421" 860 212 901 551 249 576 544 1647 766 569 588 2268
"76422" 21 8 15 33 9 21 27 47 36 19 49 160
"76425" 7231 2529 5253 5634 2727 2949 4292 12395 3262 4184 4036 21113
"76426" 12 4 10 9 7 10 12 23 6 10 4 35
"76429" 1206 640 1171 1239 601 722 935 2207 744 847 836 4384
"76438" 3069 1012 2973 2710 1280 1316 2143 5199 1763 1931 1747 10373
"76441" 603 175 420 492 255 230 361 1155 343 376 329 1566
"76444" 1 0 18 0 0 0 0 9 0 0 0 26
"76448" 30199 14035 27915 31301 13791 17720 23532 57906 17207 21394 20275 109487
"76453" 12838 5927 11993 16937 6471 5790 7846 27485 6644 8050 7608 39881
"76454" 4767 2252 4376 4995 2442 2674 4039 8452 2498 3302 3238 19630
"76457" 6471 2096 4658 5475 2465 2750 3685 11644 3801 3507 3819 19712
"76459" 317 129 294 143 122 149 304 604 143 264 160 1180
"76464" 4408 1877 4131 4006 1977 2387 3758 8884 2454 2534 2947 13059
"76467" 591 320 618 724 314 234 433 1101 324 593 491 2252
"76469" 796 194 330 247 160 285 514 1371 295 341 456 1350
"76477" 974 693 1662 1568 913 440 502 2320 442 1269 517 4607
"76478" 4439 1775 3596 4277 1945 2193 2981 8056 2393 2802 2851 13594
"76479" 6460 2704 5394 5985 2730 3389 4533 13024 3736 4237 4102 20450
"76482" 3147 1258 3044 3292 1338 1863 2374 6188 1967 2213 2029 10171
"76483" 3506 1421 2831 3862 1535 1916 2434 6207 1884 2264 2153 11304
"76484" 95 19 75 70 23 55 51 166 65 97 44 255
"76485" 4887 1735 3975 4507 2094 2356 3367 9118 2851 3180 3022 14220
"76486" 13 0 3 6 0 1 0 10 3 1 7 9
"76487" 12 1 5 3 4 4 3 4 1 2 8 7
"76491" 1186 440 915 1012 522 552 889 2205 648 771 640 3564
"76497" 9298 3883 8137 9240 3892 4584 6192 16342 4780 6294 5829 27790
"76498" 3247 1267 2551 2990 1441 1365 2264 5609 1960 1921 1863 9838
"76499" 7067 2792 5997 6037 3032 3453 5510 14195 4431 4412 4198 22769
"76500" 1724 686 1438 1580 792 903 1451 3011 1003 1161 1135 5420
"76501" 3799 1692 3640 3592 1874 2002 3318 6548 1973 2977 2541 13768
"76505" 0 0 0 0 0 0 0 0 0 0 0 9
"76507" 2 0 1 0 1 0 0 3 0 0 2 2
"76508" 2161 938 1981 2315 1036 1350 1680 3954 1296 1578 1269 7504
"76509" 315 53 259 195 77 82 113 549 182 136 149 759
"76510" 5501 2116 4142 5408 2614 2522 4101 9665 3009 3276 3377 19790
"76522" 6470 2697 5332 6870 3063 3806 4760 11600 3723 4325 4460 20242
"76524" 5383 1793 4443 4335 2279 2439 3960 8869 3004 3118 2972 16537
"76527" 8047 3239 8399 8625 3571 3891 4124 13490 4345 4629 5119 28670
"76539" 2196 1135 2319 2368 1260 1436 2046 4376 1278 1799 1720 8817
"76547" 3465 1505 3206 3620 1535 1595 2696 6336 2158 2537 2343 11738
"76551" 14346 6737 13983 15939 6950 8491 11378 30781 8514 10807 10200 49381
"76559" 7424 3464 6198 8085 3403 4139 6108 14800 4801 5118 5350 25956
"76560" 28 15 27 13 9 6 28 42 17 20 20 84
"76561" 6426 2962 5434 6877 3137 3038 4580 12151 3885 4992 4169 20508
"76563" 1526 672 1393 1452 685 810 1354 2910 861 1016 974 4990
"76566" 7769 3758 6866 10167 3999 4086 5794 15171 5546 7329 5724 23703
"76568" 4313 1897 4052 4596 2240 2709 3673 7663 2605 3356 2715 15365
"76571" 69 14 51 51 25 50 50 129 68 66 47 225
"76572" 1 0 3 1 0 5 1 3 0 2 1 6
"76573" 2 1 0 0 0 1 1 7 2 2 7 10
"76574" 1572 632 987 1481 624 821 904 3070 684 854 855 5513
"76577" 11777 4865 9214 10928 5361 5649 8224 21364 6670 6921 7750 39459
"76580" 4151 1396 3144 4144 1628 1621 2178 7232 2250 2682 2665 12819
"76582" 7522 3404 6543 7476 3621 3576 4992 15368 3904 5008 4591 25440
"76585" 63 29 36 12 25 15 48 115 24 35 37 164
"76589" 14 0 10 4 4 4 8 27 8 3 5 25
"76594" 4299 1816 3780 4361 1839 2384 3546 8099 2533 2977 2962 14352
"76606" 0 0 0 0 0 0 0 0 0 0 0 0
"76608" 5828 2151 5403 5590 2499 2783 4034 9920 3223 3895 3556 18200
"76612" 134 63 113 142 68 100 106 252 106 104 112 555
"76614" 23893 10320 18682 23915 11211 12246 18687 43565 13079 15091 14144 78766
"76615" 2 1 1 0 0 0 1 2 0 6 0 6
"76626" 12562 5611 11505 13261 6707 8306 11728 27965 8465 10087 8888 47736
"76627" 0 0 0 0 0 0 0 0 0 0 0 0
"76629" 0 1 0 0 0 0 0 1 0 0 0 0
"76630" 3970 1820 3032 4329 1767 2144 2709 7155 2451 2718 2906 14708
"76633" 327 123 271 277 145 181 264 587 198 273 239 1178
"76640" 0 0 0 0 0 0 0 0 0 0 0 0
"76645" 60 24 72 80 28 42 46 111 47 41 55 228
"76646" 66 26 74 63 34 36 53 106 57 23 46 208
"76650" 12180 4647 10117 12804 6109 6444 10184 25663 6295 8154 8671 42687
"76651" 0 0 0 0 0 0 0 0 0 0 0 0
"76652" 22 7 5 8 5 9 8 16 6 5 9 64
"76654" 570 124 365 420 146 184 292 859 282 305 342 1102
"76658" 2 0 0 2 1 0 1 4 0 0 0 8
"76668" 1 0 0 1 0 0 0 3 0 0 1 7
"76669" 21 3 25 8 4 10 15 36 19 7 16 37
"76670" 9 2 5 4 0 5 9 21 6 6 5 11
"76681" 2992 1016 2341 2619 1098 1660 2005 4794 1701 1895 2079 7360
"76686" 234 91 182 204 108 131 216 544 138 175 157 752
"76687" 40576 17322 31128 40155 17771 19703 28282 82244 24078 25913 26603 138053
"76688" 5350 1828 4834 4620 2071 2456 3615 9762 3144 3456 3177 15952
"76701" 63 21 59 52 13 31 33 123 47 51 36 162
"76703" 11 5 5 7 2 5 3 20 4 11 5 35
"76705" 0 0 0 0 0 0 0 0 0 0 0 0
"76707" 10163 4072 8388 9450 4405 5370 7297 20472 6218 6358 6554 34037
"76709" 61804 27067 50086 56261 27295 31643 45353 113733 31556 40089 38861 197655
"76713" 0 0 0 0 0 0 0 1 1 0 0 0
"76718" 26 5 7 14 6 19 25 50 15 13 11 67
"76719" 9500 3692 7820 8718 3806 4888 6464 17846 5252 6240 5807 27328
"76722" 73 34 53 31 21 35 58 71 24 75 90 118
"76737" 18863 6280 12261 16269 6245 5699 7996 34949 9493 8600 9570 47435
"76740" 25492 10879 21480 24732 11549 12948 19020 50504 14827 15852 16571 88694
"76742" 13910 6157 13035 12986 6018 7085 11640 27876 8119 8981 10100 46483
"76743" 4 2 1 5 5 0 2 15 4 4 1 10
"76747" 100 40 87 9 15 29 65 191 68 31 94 299
"76757" 749 204 323 193 198 332 369 1418 313 333 517 1065
"76758" 60 15 53 36 13 49 25 75 43 40 38 133
"76763" 5010 1911 4624 4760 2110 2613 4127 10230 3208 3243 3300 16859
"76768" 0 0 1 0 0 0 0 0 0 0 0 0
"76770" 72 32 70 75 40 32 54 88 45 55 46 223
"76773" 1427 485 1138 1446 517 659 899 2464 867 785 885 4224
"76775" 5077 2047 3943 4579 2237 2271 3181 9433 2585 2899 3090 15983
"76779" 3104 1296 2714 2931 1490 1496 2405 5697 1652 2313 1812 9916
"76781" 3575 1467 2735 3228 1451 1668 2502 6975 2016 2030 2312 10400
"76784" 4730 1751 3768 4070 2016 2311 3283 8771 2798 3291 2947 13726
"76786" 12 3 9 9 2 5 11 16 6 10 4 52
"76787" 128 50 88 107 38 50 67 229 83 71 66 404
"76788" 9382 4059 7170 8687 4432 4806 7348 17306 5692 6505 6296 33146
"76789" 4486 1935 3875 4282 2086 2364 3003 8026 2924 3243 3040 14653
"76792" 5502 2187 3744 4718 2444 2381 4431 10120 2771 3387 3436 17871
"76793" 2973 1393 2594 3013 1408 1749 2519 6157 1998 2250 2098 10914
"76795" 15845 6368 11776 15660 6483 7112 10260 27963 8313 9358 9776 49385
"76797" 0 0 0 0 0 1 1 4 2 0 1 0
"76799" 15182 6688 14199 15770 7403 8450 10971 27031 7929 10888 9890 52641
"76800" 6404 2484 4579 5099 2478 3237 4699 12556 4019 3689 4376 19309
"76803" 4 5 5 7 0 6 4 5 8 3 3 8
"76804" 3937 1623 3221 3700 1528 2089 2863 7459 2380 2466 2493 11981
"76808" 146862 72860 155207 163574 75840 101583 120029 253195 75451 116532 98006 566863
"76809" 8507 3660 6934 8436 3718 4478 6394 16347 4458 5793 5568 30410
"76813" 3378 1308 2302 2688 1112 1288 1904 5743 1611 1823 1755 10318
"76815" 0 2 0 0 0 0 0 0 1 0 2 2
"76816" 3818 1410 3226 3466 1534 1965 2478 6741 2000 2476 2267 10175
"76820" 3411 899 2293 2242 1143 1432 1846 6507 1844 1503 1684 8559
"76824" 9021 3585 7498 8530 3982 4551 6633 17139 4948 5791 5531 29481
"76826" 1236 502 1029 1206 674 708 1133 2238 884 997 895 4883
"76829" 28 11 24 24 17 19 24 82 23 26 23 79
"76832" 1993 793 1973 2101 860 1177 1813 3712 1148 1420 1378 6223
"76843" 7065 2598 4925 5700 2954 2931 4108 12933 3198 3277 4015 19277
"76846" 117182 51726 117851 119421 57394 64848 96805 199830 63217 84883 75079 428036
"76850" 751 213 722 601 291 403 586 1496 518 478 487 2325
"76854" 88 57 105 137 45 72 64 214 75 113 60 374
"76856" 14 5 4 2 8 3 5 6 5 9 1 31
"76857" 3743 1495 3284 3799 1697 2194 3270 7431 2420 2567 2770 11725
"76858" 0 0 0 0 0 0 0 0 0 0 0 0
"76863" 13577 5422 11460 12782 5806 7182 10204 24472 7251 9158 8589 44954
"76866" 152 57 122 121 65 79 87 250 84 95 76 429
"76867" 4829 2198 3823 5021 2235 2933 4164 9218 2856 3235 3514 16540
"76872" 452 169 468 377 172 244 298 893 378 301 393 1311
"76874" 56 7 60 29 12 24 37 111 50 39 29 104
"76877" 248 75 218 237 129 154 181 451 160 177 166 879
"76884" 1606 425 903 1118 510 677 810 2607 595 513 763 4240
"76886" 115 29 77 42 24 36 56 215 67 47 92 221
"76889" 2270 825 1834 2202 982 1052 1624 3703 1388 1630 1451 7734
"76890" 21038 8619 20716 20945 9406 12380 18123 40044 13058 14197 13620 68365
"76892" 7046 2610 6044 7164 2725 3977 5106 13809 4402 4562 4789 21259
"76893" 29816 12880 28291 29990 13482 16641 24007 58002 15546 19870 19778 98239
"76894" 654 204 439 564 260 327 430 1274 337 331 364 1883
"76895" 11441 4169 8536 10111 4551 5385 7600 21862 6694 6330 6615 34867
"76897" 6 8 12 19 3 16 4 21 9 5 8 44
"76898" 1 1 5 10 0 9 4 29 9 2 2 12
"76899" 4224 1405 3264 3279 1544 2060 2950 8023 2385 2380 2403 11564
"76900" 11957 5322 10125 11195 5581 6167 7971 20477 6259 7790 7240 44334
"76901" 7455 3179 8108 7260 3981 3763 5298 13618 4208 5025 4399 25465
"76905" 1309 356 772 665 321 475 823 1835 469 594 738 1940
"76915" 726 338 704 689 378 502 955 1495 425 569 605 2602
"76916" 3435 1273 2583 3118 1358 1463 2140 5874 1790 2028 2101 9878
"76917" 18 21 27 21 9 30 25 69 17 25 21 109
"76920" 2 0 0 1 0 0 1 3 4 0 1 0
"76925" 6 1 2 4 1 4 3 5 2 0 6 11
"76927" 215 53 121 152 75 109 155 311 138 135 116 499
"76932" 6509 2686 5440 6646 2837 3388 4181 11696 3681 4488 3801 20581
"76933" 16460 6156 9104 13185 4557 6247 8614 19907 3900 7362 9969 28545
"76936" 72445 28144 60939 66578 33434 34279 54977 135502 43303 46049 47375 231505
"76938" 19863 9235 18470 21617 9890 10986 18207 37682 12775 13806 13861 64387
"76942" 118 60 147 55 58 67 154 272 70 101 100 520
"76943" 560 126 287 88 166 59 251 1249 236 145 160 822
"76947" 1394 558 1056 1216 562 607 937 2282 607 784 822 4334
"76952" 5633 2727 5524 5827 2956 3995 5589 10983 3324 4551 4033 20263
"76954" 6746 3258 5024 6314 3081 3573 5168 12230 4384 4824 4248 21973
"76959" 16073 6219 12166 16940 7417 8173 10749 28619 9366 9937 11128 50377
"76960" 53 8 23 35 19 17 23 97 31 38 45 117
"76964" 3 2 1 0 6 1 1 11 8 1 4 11
"76965" 2 0 0 2 0 0 3 0 0 2 1 1
"76967" 2035 770 1457 1810 878 915 1421 3771 1170 1169 1193 6378
"76969" 1810 854 1733 2324 671 1262 1998 3326 1222 1397 1750 8219
"76971" 0 0 2 2 0 0 1 0 0 0 1 0
"76974" 140 57 96 23 51 28 89 297 55 53 54 285
"76976" 2625 1251 2203 2698 1151 1493 2593 4814 1931 1963 1986 8841
"76980" 7 1 6 13 1 3 10 11 1 6 11 21
"76982" 44 10 45 21 34 21 29 77 27 34 22 128
"76983" 9601 4206 7747 9176 4135 4927 7163 19246 5171 6242 6415 30641
"76987" 6219 2463 4533 5499 2689 3087 4221 11357 3480 3778 3888 18518
"76998" 1 0 0 1 3 0 3 2 0 0 0 2
"77006" 9677 3886 8924 9625 4800 4993 7927 16290 5636 6999 6233 33814
"77011" 2191 899 1712 1866 926 1013 1480 4089 1146 1150 1307 6368
"77015" 54 14 22 23 21 24 12 110 33 98 17 88
"77018" 12 7 6 12 9 7 10 8 5 12 14 27
"77022" 1406 505 1476 1450 717 870 1074 2847 1102 946 975 4179
"77031" 6032 2084 4325 5041 2277 2594 3823 10004 3086 3082 3737 19213
"77032" 881 368 746 792 441 442 787 1724 516 648 590 2789
"77034" 12562 5402 10420 12751 5857 6148 9154 22773 7116 9078 8256 43948
"77035" 1770 756 1457 1574 781 810 1283 3202 946 1150 1173 5809
"77036" 51 9 65 59 24 45 53 110 53 41 53 114
"77037" 30 12 17 13 5 16 18 56 16 14 25 27
"77038" 12436 4706 10392 11110 6008 5946 9563 21275 6521 7929 7587 42632
"77040" 5422 2204 4104 4953 2177 2847 4009 10033 3073 3700 3787 17808
"77041" 3375 1149 2532 3054 1283 1667 2217 6152 2087 1851 2020 10199
"77042" 1 1 0 0 1 0 2 0 2 0 0 2
"77044" 12953 5537 13073 13352 5967 8723 11013 27262 9306 8777 9708 45731
"77045" 1510 776 1452 1699 720 990 1294 3347 898 1188 1208 4261
"77048" 6493 2822 6062 6769 2974 3663 4537 12555 3663 4341 4003 19437
"77053" 14326 6067 10776 15845 6785 8077 11143 29265 8262 8540 10455 51755
"77055" 1 0 0 0 0 0 0 0 0 1 1 0
"77056" 2391 1330 2047 2775 1260 1379 2166 3849 1374 1901 1677 9322
"77057" 4563 2120 3553 4490 2065 2043 3261 8533 2736 2660 2710 14696
"77058" 146 54 93 141 41 60 93 206 74 82 82 368
"77065" 8175 3215 6312 7174 3500 3620 5395 14142 4221 4662 5001 25432
"77080" 0 0 0 0 0 0 0 0 0 0 0 0
"77087" 26104 12302 24427 27415 13024 18094 20662 52879 17426 19407 19101 98293
"77090" 3626 1046 2481 2528 1137 1508 2045 6514 2039 1992 2006 9558
"77097" 6048 2853 5944 6183 2451 3446 4481 11313 4372 4096 4802 21516
"77106" 8370 3783 7699 8585 4361 4354 6946 16025 6118 6545 5826 32507
"77110" 9344 3582 7693 9204 4186 4976 7585 16645 5683 6055 6021 28713
"77113" 6091 2742 5428 7005 3007 3644 4842 12448 3794 4060 4452 23319
"77116" 11421 4918 9573 11124 5184 6045 8878 21976 6224 7624 7451 38912
"77117" 1582 568 1478 1465 706 659 1088 3033 951 867 987 4583
"77125" 2013 573 907 2945 1389 1836 1221 4165 1497 1264 2285 4140
"77128" 4484 1728 3679 4741 2175 2638 4270 7197 2934 2754 3377 12425
"77134" 50355 24024 47931 52539 25303 31843 41640 100196 30250 35307 36568 192245
"77215" 0 0 5 0 0 0 0 0 0 0 0 8
"77219" 7389 2771 5570 6093 3228 3396 5350 12808 4594 4886 4771 22734
"77220" 434 211 248 371 172 162 261 851 327 344 205 1433
"77252" 801 385 738 653 382 410 678 1579 495 635 560 3002
"77254" 5353 2357 4643 5418 2467 2882 4012 9013 2615 3864 3075 18659
"77264" 4431 1642 3337 3692 1582 2116 2963 9071 2724 2660 2743 12735
"77286" 2046 933 1952 1930 905 1161 1492 4149 1231 1272 1508 7173
"77296" 0 0 1 0 0 0 0 0 0 0 0 0
"77300" 6805 2747 5980 6942 2812 4921 5485 15531 4661 4809 5670 22273
"77305" 16500 6585 12889 14428 7326 7352 11221 31644 8926 9691 9883 51014
"77318" 148 55 130 168 87 82 85 229 67 71 74 316
"77337" 3 1 3 3 0 0 0 6 0 2 1 9
"77352" 124 18 79 93 41 69 58 189 72 79 67 267
"77358" 27 6 25 20 7 23 25 54 11 20 17 82
"77371" 6690 2609 5441 6132 2632 3756 4491 13995 4418 4736 4463 19166
"77397" 4 0 2 0 0 2 1 9 3 1 3 10
"77407" 16455 6787 12557 15296 7393 8118 12611 29226 9015 10842 10285 55084
"77411" 129 47 111 28 34 41 87 260 53 59 63 315
"77422" 1664 624 1235 1480 671 650 1149 3110 868 923 1124 4519
"77424" 2 2 0 0 1 1 0 3 2 1 0 5
"77432" 0 0 0 0 0 0 0 0 0 0 0 0
"77446" 12171 3854 8193 9067 4324 4896 5544 23679 7421 6222 7213 29946
"77462" 226 50 127 116 72 92 98 375 151 122 105 480
